epoch;accuracy;loss;val_accuracy;val_loss
0;1.0;0.0010791802778840065;0.5333333611488342;5.099787712097168
1;1.0;0.0008645999478176236;0.5333333611488342;5.2049713134765625
2;1.0;0.000771388818975538;0.5299999713897705;5.27859354019165
3;1.0;0.000676446536090225;0.5366666913032532;5.301903247833252
4;1.0;0.0006382334395311773;0.5299999713897705;5.412471294403076
5;1.0;0.0005682851769961417;0.5299999713897705;5.470578670501709
6;1.0;0.0004999655648134649;0.5299999713897705;5.54862117767334
7;1.0;0.0004739879514090717;0.5266666412353516;5.601996898651123
8;1.0;0.0004139768425375223;0.5266666412353516;5.650676250457764
9;1.0;0.00038749241502955556;0.5299999713897705;5.7330522537231445
10;1.0;0.0003557638556230813;0.5333333611488342;5.758133888244629
11;1.0;0.00033579685259610415;0.5400000214576721;5.78903865814209
12;1.0;0.0003055249690078199;0.5333333611488342;5.852041721343994
13;1.0;0.000280097738141194;0.5400000214576721;5.903241157531738
14;1.0;0.0002636181307025254;0.5333333611488342;5.947136402130127
15;1.0;0.0002513533108867705;0.5333333611488342;5.995643138885498
16;1.0;0.0002359801874263212;0.5333333611488342;6.022434711456299
17;1.0;0.00021846930030733347;0.5366666913032532;6.078775882720947
18;1.0;0.00020312468404881656;0.5333333611488342;6.134955883026123
19;1.0;0.00019190712191630155;0.5333333611488342;6.172853469848633
20;1.0;0.0001784406922524795;0.5333333611488342;6.2032647132873535
21;1.0;0.00016750817303545773;0.5333333611488342;6.265732765197754
