epoch;accuracy;loss;val_accuracy;val_loss
0;0.1677272766828537;3.5162899494171143;0.14000000059604645;2.2686774730682373
1;0.29681816697120667;2.1697566509246826;0.10999999940395355;2.2793166637420654
2;0.3668181896209717;1.9015544652938843;0.10000000149011612;2.340019702911377
3;0.5227272510528564;1.433486819267273;0.1133333370089531;2.3387489318847656
4;0.6136363744735718;1.1409673690795898;0.17666666209697723;2.0659449100494385
5;0.7231818437576294;0.8050516843795776;0.3633333444595337;1.6923915147781372
6;0.8040909171104431;0.5723869204521179;0.47333332896232605;1.519975185394287
7;0.860909104347229;0.41515451669692993;0.5133333206176758;1.4267221689224243
8;0.9095454812049866;0.2922937870025635;0.5199999809265137;1.5479713678359985
9;0.9381818175315857;0.20997853577136993;0.550000011920929;1.4509669542312622
10;0.9777272939682007;0.1128498986363411;0.550000011920929;1.6153106689453125
11;0.9922727346420288;0.06961468607187271;0.5366666913032532;1.5996060371398926
12;0.9968181848526001;0.0469229593873024;0.550000011920929;1.8568658828735352
13;0.9990909099578857;0.03204665705561638;0.5433333516120911;1.8340696096420288
14;1.0;0.022348297759890556;0.5533333420753479;1.8104097843170166
15;1.0;0.01840803399682045;0.5566666722297668;1.8245668411254883
16;1.0;0.015331677161157131;0.5600000023841858;1.833509922027588
17;1.0;0.013781001791357994;0.5533333420753479;1.958770751953125
18;1.0;0.012441689148545265;0.5699999928474426;1.906247615814209
19;1.0;0.011338002048432827;0.5633333325386047;1.933227300643921
20;1.0;0.010079530067741871;0.5633333325386047;1.9208489656448364
21;1.0;0.009218205697834492;0.5600000023841858;1.9257621765136719
22;1.0;0.008610101416707039;0.5600000023841858;1.966512680053711
23;1.0;0.008118970319628716;0.5600000023841858;1.957126498222351
24;1.0;0.007239334750920534;0.5633333325386047;1.967265009880066
25;1.0;0.007148117292672396;0.5533333420753479;1.9901623725891113
26;1.0;0.006710524205118418;0.5666666626930237;1.9631223678588867
27;1.0;0.006441802717745304;0.5600000023841858;1.972449541091919
28;1.0;0.00592402508482337;0.5633333325386047;1.971771240234375
0;0.19090908765792847;4.891861915588379;0.10333333164453506;3.918837785720825
1;0.3418181836605072;2.198697805404663;0.10333333164453506;4.507174968719482
2;0.4840908944606781;1.7413206100463867;0.21666666865348816;2.17710542678833
3;0.5840908885002136;1.3439477682113647;0.36000001430511475;1.9454259872436523
4;0.675000011920929;1.0656495094299316;0.3733333349227905;2.2650136947631836
5;0.7427272796630859;0.8156030178070068;0.5066666603088379;1.8995839357376099
6;0.7668181657791138;0.7550520300865173;0.47333332896232605;2.361252546310425
7;0.8240908980369568;0.5274966955184937;0.49666666984558105;3.1634597778320312
8;0.846818208694458;0.4462920129299164;0.44999998807907104;3.4653735160827637
9;0.8818181753158569;0.3654000163078308;0.5099999904632568;2.5460264682769775
10;0.9059090614318848;0.2743053138256073;0.5;2.9655261039733887
11;0.9509090781211853;0.14171844720840454;0.5433333516120911;2.912008762359619
12;0.9404545426368713;0.163722425699234;0.5099999904632568;3.0725486278533936
13;0.9472727179527283;0.155389666557312;0.4833333194255829;3.64461350440979
14;0.9527272582054138;0.13761895895004272;0.503333330154419;2.9425208568573
15;0.9649999737739563;0.09610231965780258;0.5266666412353516;3.790999412536621
16;0.975454568862915;0.06117098778486252;0.4933333396911621;3.6699392795562744
17;0.9854545593261719;0.046602457761764526;0.5;3.961113214492798
18;0.9800000190734863;0.05281634256243706;0.5166666507720947;3.891144275665283
19;0.9809091091156006;0.0556456595659256;0.5366666913032532;3.373710870742798
20;0.9713636636734009;0.07107308506965637;0.4933333396911621;4.103773593902588
21;0.9663636088371277;0.11780940741300583;0.5299999713897705;3.973975419998169
