epoch;accuracy;loss;val_accuracy;val_loss
0;0.09727272391319275;2.303004503250122;0.10000000149011612;2.3018083572387695
1;0.09772727638483047;2.3005528450012207;0.09000000357627869;2.3004493713378906
2;0.12045454233884811;2.2984611988067627;0.1133333370089531;2.299072027206421
3;0.12909090518951416;2.2964863777160645;0.1366666704416275;2.2976343631744385
4;0.15954545140266418;2.2942965030670166;0.14666666090488434;2.2960739135742188
5;0.16363635659217834;2.2918944358825684;0.14666666090488434;2.294447183609009
6;0.15136364102363586;2.2892343997955322;0.1666666716337204;2.292327404022217
7;0.16954545676708221;2.2859697341918945;0.20999999344348907;2.289665937423706
8;0.18954545259475708;2.2822883129119873;0.20999999344348907;2.2864081859588623
9;0.17045454680919647;2.277608633041382;0.20000000298023224;2.2821648120880127
10;0.19227272272109985;2.2722737789154053;0.20000000298023224;2.277111053466797
11;0.2072727233171463;2.2653396129608154;0.20666666328907013;2.2700159549713135
12;0.19545455276966095;2.256530284881592;0.20999999344348907;2.261329412460327
13;0.2040909081697464;2.245887517929077;0.1599999964237213;2.249809741973877
14;0.20590908825397491;2.2325968742370605;0.18333333730697632;2.235553503036499
15;0.21954545378684998;2.215100049972534;0.22333332896232605;2.2199835777282715
16;0.21727272868156433;2.1926639080047607;0.2933333218097687;2.2058768272399902
17;0.22727273404598236;2.164793014526367;0.21666666865348816;2.169192314147949
18;0.23045454919338226;2.1340043544769287;0.2266666740179062;2.145411729812622
19;0.2454545497894287;2.098945140838623;0.25999999046325684;2.110447406768799
20;0.2563636302947998;2.064754009246826;0.16333332657814026;2.1475608348846436
21;0.2718181908130646;2.0036544799804688;0.3100000023841858;2.018277168273926
22;0.2977272868156433;1.968507170677185;0.2433333396911621;1.9633115530014038
23;0.30636364221572876;1.9329030513763428;0.2966666519641876;1.9862467050552368
24;0.3136363625526428;1.8925178050994873;0.3700000047683716;1.8849899768829346
25;0.34454545378685;1.8475714921951294;0.31333333253860474;1.850080132484436
26;0.3659090995788574;1.7813801765441895;0.3799999952316284;1.787187933921814
27;0.36772727966308594;1.743371605873108;0.4699999988079071;1.6488349437713623
28;0.415909081697464;1.6755427122116089;0.4000000059604645;1.645401120185852
29;0.42181816697120667;1.6184990406036377;0.4533333480358124;1.534471035003662
0;0.10454545170068741;2.363344430923462;0.1599999964237213;2.2902846336364746
1;0.1295454502105713;2.275930404663086;0.10999999940395355;2.2959697246551514
2;0.12772727012634277;2.2605173587799072;0.15000000596046448;2.33735990524292
3;0.17318181693553925;2.2163946628570557;0.21666666865348816;2.211960554122925
4;0.32818183302879333;1.8322738409042358;0.3799999952316284;1.8367804288864136
5;0.4922727346420288;1.3895641565322876;0.4333333373069763;1.7089780569076538
6;0.6631818413734436;0.9717363119125366;0.503333330154419;1.7473677396774292
7;0.7377272844314575;0.7363060712814331;0.5299999713897705;1.446812391281128
8;0.8413636088371277;0.48704302310943604;0.5600000023841858;1.8410347700119019
9;0.8654545545578003;0.3829430937767029;0.5299999713897705;1.9831361770629883
10;0.9159091114997864;0.24081046879291534;0.4833333194255829;2.4794299602508545
11;0.9418181777000427;0.17092660069465637;0.5566666722297668;2.3571009635925293
12;0.9590908885002136;0.1329905092716217;0.49000000953674316;3.056572675704956
13;0.9777272939682007;0.08124881237745285;0.5;3.236048460006714
14;0.9886363744735718;0.040124692022800446;0.5333333611488342;3.3946640491485596
15;0.9872727394104004;0.038193583488464355;0.503333330154419;3.6986889839172363
16;0.9681817889213562;0.09247217327356339;0.49000000953674316;3.9494001865386963
17;0.9731818437576294;0.07816748321056366;0.503333330154419;3.5186336040496826
18;0.9736363887786865;0.08186869323253632;0.5366666913032532;3.6375796794891357
