epoch;accuracy;loss;val_accuracy;val_loss
0;0.09954545646905899;2.3035733699798584;0.13333334028720856;2.3012611865997314
1;0.10999999940395355;2.302250385284424;0.12999999523162842;2.300546646118164
2;0.11090908944606781;2.3011345863342285;0.11666666716337204;2.2998595237731934
3;0.12363636493682861;2.300105094909668;0.13333334028720856;2.299168825149536
4;0.1281818151473999;2.2991116046905518;0.14666666090488434;2.298543930053711
5;0.14045454561710358;2.2982006072998047;0.1599999964237213;2.2979488372802734
6;0.14636363089084625;2.2973456382751465;0.14666666090488434;2.2972936630249023
7;0.13818182051181793;2.2964296340942383;0.12999999523162842;2.2966535091400146
8;0.14636363089084625;2.2955212593078613;0.12666666507720947;2.295959949493408
9;0.14181818068027496;2.2944841384887695;0.12999999523162842;2.29520583152771
10;0.15227273106575012;2.293494462966919;0.13333334028720856;2.2943620681762695
11;0.14909091591835022;2.2924599647521973;0.13333334028720856;2.293508768081665
12;0.15409091114997864;2.291302442550659;0.1433333307504654;2.2925450801849365
13;0.16318181157112122;2.290154218673706;0.1599999964237213;2.2914767265319824
14;0.17136363685131073;2.288817882537842;0.15000000596046448;2.290313959121704
15;0.17454545199871063;2.287388801574707;0.1666666716337204;2.2890889644622803
16;0.1645454615354538;2.285853624343872;0.18000000715255737;2.2876462936401367
17;0.17681817710399628;2.2841715812683105;0.16333332657814026;2.2861266136169434
18;0.16909091174602509;2.282292127609253;0.2133333384990692;2.284360647201538
19;0.1754545420408249;2.2802700996398926;0.20999999344348907;2.282322406768799
20;0.20045454800128937;2.278001308441162;0.20000000298023224;2.2800633907318115
21;0.1868181824684143;2.2754087448120117;0.1899999976158142;2.2774102687835693
22;0.1913636326789856;2.2725274562835693;0.20000000298023224;2.274547815322876
23;0.18227273225784302;2.269226551055908;0.19333332777023315;2.2713634967803955
24;0.1899999976158142;2.26550555229187;0.20666666328907013;2.2674455642700195
25;0.18454545736312866;2.261281728744507;0.20000000298023224;2.263256549835205
26;0.18909090757369995;2.2569687366485596;0.20666666328907013;2.2583751678466797
27;0.19590909779071808;2.251477003097534;0.23333333432674408;2.2529659271240234
28;0.19909091293811798;2.2452874183654785;0.23666666448116302;2.24706768989563
29;0.19499999284744263;2.238917112350464;0.20666666328907013;2.2384228706359863
0;0.09045454859733582;2.3022656440734863;0.06333333253860474;2.304637908935547
1;0.10045454651117325;2.301229238510132;0.07999999821186066;2.3037962913513184
2;0.1013636365532875;2.3002233505249023;0.08666666597127914;2.302968740463257
3;0.10681818425655365;2.299330472946167;0.10333333164453506;2.3021786212921143
4;0.11500000208616257;2.2983944416046143;0.1066666692495346;2.3014023303985596
5;0.13363637030124664;2.2974894046783447;0.1133333370089531;2.3006255626678467
6;0.13545455038547516;2.296499490737915;0.11666666716337204;2.299809694290161
7;0.1409090906381607;2.295588970184326;0.11999999731779099;2.2989823818206787
8;0.14636363089084625;2.2945847511291504;0.12666666507720947;2.2980902194976807
9;0.1568181812763214;2.2934889793395996;0.12999999523162842;2.2970921993255615
10;0.1627272665500641;2.292356491088867;0.12999999523162842;2.2960453033447266
11;0.1645454615354538;2.291205644607544;0.1433333307504654;2.294912815093994
12;0.1645454615354538;2.2899398803710938;0.1433333307504654;2.2937591075897217
13;0.16681818664073944;2.2886366844177246;0.15000000596046448;2.2925069332122803
14;0.16590909659862518;2.2871429920196533;0.1433333307504654;2.2911274433135986
15;0.16181817650794983;2.285602331161499;0.15666666626930237;2.2897086143493652
16;0.16818182170391083;2.2839338779449463;0.15666666626930237;2.288165807723999
17;0.16727273166179657;2.2820844650268555;0.14666666090488434;2.28642201423645
18;0.17136363685131073;2.2800941467285156;0.14666666090488434;2.2844595909118652
19;0.1677272766828537;2.27773118019104;0.14666666090488434;2.282194137573242
20;0.17499999701976776;2.275263547897339;0.15333333611488342;2.279772996902466
21;0.17363636195659637;2.272481918334961;0.15666666626930237;2.2769293785095215
22;0.17318181693553925;2.269256830215454;0.1666666716337204;2.2735421657562256
23;0.16909091174602509;2.265774726867676;0.17000000178813934;2.2700679302215576
24;0.17954544723033905;2.2616872787475586;0.1666666716337204;2.2660653591156006
25;0.17909090220928192;2.257056951522827;0.1666666716337204;2.261512279510498
26;0.17818181216716766;2.2521698474884033;0.1966666728258133;2.2558393478393555
27;0.18000000715255737;2.2466022968292236;0.18000000715255737;2.2509677410125732
28;0.19227272272109985;2.2397358417510986;0.19333332777023315;2.244323968887329
29;0.18090909719467163;2.2329089641571045;0.1899999976158142;2.23675274848938
0;0.10954545438289642;2.3027396202087402;0.18666666746139526;2.288860559463501
1;0.14045454561710358;2.2607927322387695;0.1733333319425583;2.229463815689087
2;0.3636363744735718;1.8097928762435913;0.5400000214576721;1.4068416357040405
3;0.5981818437576294;1.1430882215499878;0.4833333194255829;1.3263918161392212
4;0.7372727394104004;0.7754982113838196;0.6033333539962769;1.1526470184326172
5;0.8168181777000427;0.5437306761741638;0.5866666436195374;1.1973990201950073
6;0.8677272796630859;0.3817039132118225;0.5366666913032532;1.4098014831542969
7;0.899545431137085;0.2843307554721832;0.5266666412353516;1.918915033340454
8;0.9268181920051575;0.20465822517871857;0.47999998927116394;2.0548508167266846
9;0.9549999833106995;0.14618825912475586;0.5166666507720947;2.0128538608551025
10;0.9636363387107849;0.1058378666639328;0.5166666507720947;2.2845137119293213
11;0.9750000238418579;0.07984603941440582;0.54666668176651;2.8052051067352295
12;0.9931818246841431;0.034977566450834274;0.5299999713897705;2.6647422313690186
13;0.9950000047683716;0.02180369570851326;0.5166666507720947;3.395559787750244
14;0.9900000095367432;0.031107690185308456;0.5233333110809326;3.059323787689209
